Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
7832,Need for Speed: The Run,3DS,2011,Action,Electronic Arts,0.09,0.09,0.0,0.02,0.19
7833,Jeep Thrills,Wii,2008,Racing,Zoo Digital Publishing,0.18,0.0,0.0,0.01,0.19
7834,Conflict: Denied Ops,PS3,2008,Shooter,Eidos Interactive,0.05,0.1,0.0,0.03,0.19
7835,Major League Baseball 2K12,PS3,2012,Sports,Take-Two Interactive,0.18,0.0,0.0,0.01,0.19
7836,Might & Magic: Clash of Heroes,DS,2009,Role-Playing,Ubisoft,0.16,0.02,0.0,0.01,0.19
7837,Avatar: The Last Airbender - Into the Inferno,Wii,2008,Adventure,THQ,0.17,0.01,0.0,0.01,0.19
7838,IHRA Professional Drag Racing 2005,PS2,2004,Racing,Bethesda Softworks,0.09,0.07,0.0,0.02,0.19
7839,Mace Griffin: Bounty Hunter,PS2,2003,Shooter,Electronic Arts,0.09,0.07,0.0,0.02,0.19
7840,Legacy of Kain: Defiance,XB,2003,Action,Eidos Interactive,0.14,0.04,0.0,0.01,0.19
7841,Story of Seasons: Good Friends of the Three Villages,3DS,2016,Simulation,Marvelous Interactive,0.0,0.0,0.19,0.0,0.19
7842,Chaotic: Shadow Warriors,Wii,2009,Action,Activision,0.18,0.0,0.0,0.01,0.19
7843,FaceBreaker,X360,2008,Fighting,Electronic Arts,0.15,0.02,0.0,0.02,0.19
7844,Tokimeki Memorial Girl's Side 3rd Story,DS,2010,Adventure,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19
7845,Silent Scope 2: Dark Silhouette,PS2,2001,Shooter,Konami Digital Entertainment,0.09,0.07,0.0,0.02,0.19
7846,Trivial Pursuit unhinged,PS2,2004,Misc,Atari,0.09,0.07,0.0,0.02,0.19
7847,Fire ProWrestling G,PS,1999,Fighting,Human Entertainment,0.0,0.0,0.18,0.01,0.19
7848,Tom Clancy's Splinter Cell: Blacklist,PC,2013,Action,Ubisoft,0.04,0.13,0.0,0.03,0.19
7849,NHL Hitz Pro,PS2,2003,Sports,Midway Games,0.09,0.07,0.0,0.02,0.19
7850,Jikkyou Powerful Pro Yakyuu '96 Kaimakuban,SNES,1996,Sports,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19
7851,Dave Mirra Freestyle BMX 2,GBA,2001,Sports,Acclaim Entertainment,0.14,0.05,0.0,0.0,0.19
7852,Allied General,PS,1996,Strategy,SSI,0.11,0.07,0.0,0.01,0.19
7853,NBA Live 14,XOne,2013,Sports,Electronic Arts,0.16,0.02,0.0,0.01,0.19
7854,Plants vs. Zombies,PS3,2011,Strategy,PopCap Games,0.18,0.0,0.0,0.01,0.19
7855,Aliens versus Predator: Extinction,PS2,2003,Strategy,Electronic Arts,0.09,0.07,0.0,0.02,0.19
7856,Spider-Man: Shattered Dimensions,DS,2010,Action,Activision,0.17,0.01,0.0,0.01,0.19
7857,Tales of the World: Narikiri Dungeon 2,GBA,2002,Role-Playing,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19
7858,Aliens: Infestation,DS,2011,Action,Sega,0.1,0.06,0.0,0.02,0.18
7859,Brink,PC,2011,Shooter,Bethesda Softworks,0.06,0.09,0.0,0.03,0.18
7860,Doom (2016),PC,2016,Shooter,Bethesda Softworks,0.06,0.1,0.0,0.01,0.18
7861,The Game of Life / Yahtzee / Payday,GBA,2005,Misc,Zoo Digital Publishing,0.13,0.05,0.0,0.0,0.18
7862,American Chopper 2: Full Throttle,PS2,2005,Racing,Zoo Digital Publishing,0.09,0.07,0.0,0.02,0.18
7863,Dynasty Warriors: Gundam 3,X360,2010,Action,Tecmo Koei,0.11,0.04,0.02,0.01,0.18
7864,FIFA 16,PC,2015,Sports,Electronic Arts,0.04,0.13,0.0,0.01,0.18
7865,Silent Hill 4: The Room,XB,2004,Action,Konami Digital Entertainment,0.14,0.04,0.0,0.01,0.18
7866,Heavy Fire: Afghanistan,PS3,2011,Shooter,Unknown,0.17,0.0,0.0,0.01,0.18
7867,Commandos 2: Men of Courage,PS2,2002,Strategy,Eidos Interactive,0.09,0.07,0.0,0.02,0.18
7868,WordJong Party,Wii,2008,Puzzle,Destineer,0.17,0.0,0.0,0.01,0.18
7869,Race Pro,X360,2009,Racing,Atari,0.06,0.09,0.0,0.02,0.18
7870,Chuck E. Cheese's Party Games,DS,2010,Misc,UFO Interactive,0.17,0.0,0.0,0.01,0.18
7871,Pro Evolution Soccer 2013,3DS,2012,Sports,Konami Digital Entertainment,0.05,0.02,0.1,0.01,0.18
7872,Pirates: Hunt For Blackbeard's Booty,Wii,2008,Adventure,Activision,0.08,0.08,0.0,0.02,0.18
7873,FIFA Soccer 2002,GC,2001,Sports,Electronic Arts,0.14,0.04,0.0,0.0,0.18
7874,Godzilla (2015),PS4,2014,Action,Namco Bandai Games,0.1,0.03,0.02,0.03,0.18
7875,Atari Anniversary Edition Redux,PS,2000,Misc,Infogrames,0.1,0.07,0.0,0.01,0.18
7876,Toukiden: The Age of Demons,PSP,2013,Action,Tecmo Koei,0.0,0.0,0.18,0.0,0.18
7877,Fireblade,PS2,2002,Action,Midway Games,0.09,0.07,0.0,0.02,0.18
7878,Mercury Meltdown Revolution,Wii,2007,Action,Ignition Entertainment,0.16,0.0,0.0,0.01,0.18
7879,Tom Clancy's Ghost Recon: Future Soldier,PC,2012,Shooter,Ubisoft,0.05,0.1,0.0,0.03,0.18
7880,Disney's Tarzan Untamed,GC,2001,Platform,Ubisoft,0.14,0.04,0.0,0.0,0.18
7881,Tiger Woods PGA Tour 2004,GBA,2003,Sports,Electronic Arts,0.13,0.05,0.0,0.0,0.18
7882,Van Helsing,XB,2007,Action,Activision,0.13,0.04,0.0,0.01,0.18
7883,Shadow Madness,PS,1999,Action,Crave Entertainment,0.1,0.07,0.0,0.01,0.18
7884,The Adventures of Cookie & Cream,PS2,2000,Puzzle,Empire Interactive,0.09,0.07,0.0,0.02,0.18
7885,A.C.E.: Another Century's Episode 2,PS2,2006,Simulation,Banpresto,0.0,0.0,0.18,0.0,0.18
7886,Cabela's Dangerous Hunts 2009,PS2,2008,Sports,Activision Value,0.09,0.07,0.0,0.02,0.18
7887,Guitar Hero Live,WiiU,2015,Misc,Activision,0.12,0.04,0.0,0.02,0.18
7888,Shadow The Hedgehog,XB,2005,Platform,Sega,0.13,0.04,0.0,0.01,0.18
7889,Ridge Racer Unbounded,PS3,2012,Racing,Namco Bandai Games,0.05,0.1,0.0,0.03,0.18
7890,Burnout Legends,DS,2005,Racing,Electronic Arts,0.15,0.02,0.0,0.01,0.18
7891,Horrid Henry: Missions of Mischief,DS,2010,Adventure,SouthPeak Games,0.01,0.15,0.0,0.02,0.18
7892,Batman: Vengeance,GBA,2001,Adventure,Ubisoft,0.13,0.05,0.0,0.0,0.18
7893,Full Auto 2: Battlelines,PS3,2006,Racing,Sega,0.14,0.02,0.0,0.02,0.18
7894,Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,DC,2000,Sports,Sega,0.0,0.0,0.18,0.0,0.18
7895,Aliens: Colonial Marines,PC,2013,Shooter,Sega,0.1,0.06,0.0,0.02,0.18
7896,Transformers: Dark of the Moon,Wii,2011,Action,Activision,0.1,0.07,0.0,0.02,0.18
7897,Splatterhouse,X360,2010,Action,Namco Bandai Games,0.14,0.03,0.0,0.01,0.18
7898,MindJack,PS3,2011,Shooter,Square Enix,0.07,0.08,0.0,0.03,0.18
7899,Dark Souls II,PC,2014,Role-Playing,Namco Bandai Games,0.08,0.08,0.0,0.02,0.18
7900,Daigasso! Band Brothers P,3DS,2013,Misc,Nintendo,0.0,0.0,0.18,0.0,0.18
7901,Gun,GC,2005,Shooter,Activision,0.14,0.04,0.0,0.0,0.18
7902,World of Outlaws: Sprint Cars,X360,2010,Racing,THQ,0.17,0.0,0.0,0.01,0.18
7903,Marvel Super Hero Squad: Comic Combat,X360,2011,Action,THQ,0.13,0.04,0.0,0.01,0.18
7904,SingStar Motown,PS3,2009,Misc,Sony Computer Entertainment,0.0,0.16,0.0,0.02,0.18
7905,Cabela's Legendary Adventures,Wii,2008,Sports,Activision,0.17,0.0,0.0,0.01,0.18
7906,F1 Challenge,SAT,1994,Racing,Sega,0.0,0.0,0.18,0.0,0.18
7907,Brunswick Circuit Pro Bowling,PS,1998,Sports,THQ,0.1,0.07,0.0,0.01,0.18
7908,Brunswick Cosmic Bowling,Wii,2010,Sports,GameMill Entertainment,0.17,0.0,0.0,0.01,0.18
7909,Velvet Assassin,X360,2009,Shooter,DTP Entertainment,0.14,0.02,0.01,0.01,0.18
7910,Scooby-Doo! Unmasked,GBA,2005,Platform,THQ,0.13,0.05,0.0,0.0,0.18
7911,ESPN X Games Skateboarding,GBA,2001,Sports,Konami Digital Entertainment,0.13,0.05,0.0,0.0,0.18
7912,Nancy Drew: The Hidden Staircase,DS,2008,Adventure,THQ,0.16,0.0,0.0,0.01,0.18
7913,Star Wars: Battlefront II,PC,2005,Shooter,LucasArts,0.02,0.13,0.0,0.03,0.18
7914,Speedball 2100,PS,2000,Sports,Empire Interactive,0.1,0.07,0.0,0.01,0.18
7915,LEGO Island 2: The Brickster's Revenge,PS,2001,Adventure,LEGO Media,0.1,0.07,0.0,0.01,0.18
7916,College Hoops 2K8,X360,2007,Sports,Take-Two Interactive,0.16,0.0,0.0,0.01,0.18
7917,FIFA 17,X360,2016,Sports,Electronic Arts,0.03,0.13,0.0,0.01,0.18
7918,Fancy Nancy: Tea Party Time!,DS,2010,Adventure,THQ,0.17,0.0,0.0,0.01,0.18
7919,Backyard Basketball,GBA,2004,Sports,Atari,0.13,0.05,0.0,0.0,0.18
7920,Madden NFL 09,XB,2008,Sports,Electronic Arts,0.13,0.04,0.0,0.01,0.18
7921,Summon Night 4,PS2,2006,Role-Playing,Banpresto,0.0,0.0,0.18,0.0,0.18
7922,TRON: Evolution,DS,2010,Action,Disney Interactive Studios,0.12,0.04,0.0,0.01,0.18
7923,Pro Yaky? Spirits 5,PS2,2008,Sports,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18
7924,NHL 2004,XB,2003,Sports,Electronic Arts,0.13,0.04,0.0,0.01,0.18
7925,Namco Museum: 50th Anniversary,XB,2005,Misc,Namco Bandai Games,0.13,0.04,0.0,0.01,0.18
7926,You Don't Know Jack,PS3,2011,Misc,THQ,0.16,0.0,0.0,0.01,0.18
7927,Marvel Super Hero Squad: The Infinity Gauntlet,PS3,2010,Action,THQ,0.12,0.03,0.0,0.02,0.18
7928,NFL 2K2,XB,2002,Sports,Sega,0.13,0.04,0.0,0.01,0.18
7929,My French Coach,DS,2007,Misc,Ubisoft,0.15,0.02,0.0,0.01,0.18
7930,Camp Rock: The Final Jam,DS,2010,Misc,Disney Interactive Studios,0.14,0.02,0.0,0.01,0.18
7931,Castlevania Judgment,Wii,2008,Fighting,Konami Digital Entertainment,0.13,0.02,0.01,0.01,0.18
7932,Hyperdimension Neptunia,PSV,2013,Role-Playing,Compile Heart,0.09,0.0,0.07,0.02,0.18
7933,Pac-Man World 3,DS,2005,Platform,Namco Bandai Games,0.16,0.0,0.0,0.01,0.18
7934,Captain America: Super Soldier,X360,2011,Action,Sega,0.11,0.05,0.0,0.01,0.18
7935,Ball Breakers,PS,2000,Action,Take-Two Interactive,0.1,0.07,0.0,0.01,0.18
7936,Kidou Senshi Gundam: Senjou no Kizuna Portable,PSP,2009,Strategy,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18
7937,Mobile Suit Gundam Seed Destiny: Generation of C.E.,PS2,2005,Action,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18
7938,EyeToy: Groove,PS2,2003,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18
7939,Disgaea 4: A Promise Unforgotten,PSV,2014,Role-Playing,Nippon Ichi Software,0.04,0.04,0.08,0.02,0.18
7940,Charlie and the Chocolate Factory,GC,2005,Adventure,Global Star,0.14,0.04,0.0,0.0,0.18
7941,Armored Core: Last Raven,PS2,2005,Simulation,505 Games,0.05,0.04,0.08,0.01,0.18
7942,Tomb Raider: Underworld,PS2,2009,Action,Eidos Interactive,0.09,0.04,0.0,0.05,0.18
7943,All Grown Up! Express Yourself,GBA,2004,Misc,THQ,0.13,0.05,0.0,0.0,0.18
7944,College Hoops 2K7,PS3,2007,Sports,Take-Two Interactive,0.16,0.0,0.0,0.01,0.18
7945,K-1 World Grand Prix,PS2,2002,Sports,Konami Digital Entertainment,0.04,0.03,0.1,0.01,0.18
7946,Skate it,DS,2008,Sports,Electronic Arts,0.14,0.02,0.0,0.01,0.18
7947,Super Robot Taisen A Portable,PSP,2008,Strategy,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18
7948,NBA Hoopz,PS2,2001,Sports,Midway Games,0.09,0.07,0.0,0.02,0.18
7949,Juiced,XB,2005,Racing,THQ,0.13,0.04,0.0,0.01,0.18
7950,Looney Tunes: Back in Action,GBA,2003,Platform,Electronic Arts,0.13,0.05,0.0,0.0,0.18
7951,Virtua Tennis,GBA,2002,Sports,Atari,0.13,0.05,0.0,0.0,0.18
7952,Tales of the Tempest,DS,2006,Role-Playing,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18
7953,SimCity Creator (JP sales),DS,2008,Simulation,Electronic Arts,0.0,0.0,0.18,0.0,0.18
7954,Biohazard: Revival Selection,PS3,2011,Action,Capcom,0.0,0.0,0.18,0.0,0.18
7955,Sonic Riders: Zero Gravity,PS2,2008,Racing,Sega,0.09,0.07,0.0,0.02,0.18
7956,Driver: San Francisco,Wii,2011,Racing,Ubisoft,0.06,0.09,0.0,0.02,0.18
7957,UFC: Sudden Impact,PS2,2004,Fighting,Global Star,0.09,0.07,0.0,0.02,0.18
7958,Shawn Johnson Gymnastics,Wii,2010,Sports,Zoo Games,0.17,0.0,0.0,0.01,0.18
7959,Gauntlet: Dark Legacy,GC,2002,Action,Midway Games,0.14,0.04,0.0,0.0,0.18
7960,Disney Friends,DS,2007,Simulation,Disney Interactive Studios,0.13,0.04,0.0,0.01,0.18
7961,Gokujou Parodius,SNES,1994,Shooter,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18
7962,Casper: Friends Around the World,PS,2000,Action,TDK Core,0.1,0.07,0.0,0.01,0.18
7963,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,2005,Action,Disney Interactive Studios,0.15,0.02,0.0,0.01,0.18
7964,NARC,XB,2005,Shooter,Midway Games,0.14,0.04,0.0,0.01,0.18
7965,Naruto Shippuden: Dragon Blade Chronicles,Wii,2009,Action,505 Games,0.11,0.02,0.05,0.01,0.18
7966,Dynasty Warriors 8: Empires,PS4,2014,Action,Tecmo Koei,0.06,0.07,0.03,0.02,0.18
7967,Super Robot Taisen J,GBA,2005,Strategy,Banpresto,0.0,0.0,0.18,0.0,0.18
7968,Evolve,PC,2015,Shooter,Take-Two Interactive,0.07,0.1,0.0,0.01,0.18
7969,Nep League DS,DS,2007,Sports,Jaleco,0.0,0.0,0.18,0.0,0.18
7970,Ar tonelico 2: Melody of Metafalica,PS2,2007,Role-Playing,Nippon Ichi Software,0.04,0.03,0.11,0.01,0.18
7971,de Blob 2,Wii,2011,Platform,THQ,0.11,0.06,0.0,0.02,0.18
7972,Lips: Party Classics,X360,2010,Misc,Microsoft Game Studios,0.05,0.11,0.0,0.02,0.18
7973,Borderlands,PC,2009,Shooter,Take-Two Interactive,0.01,0.14,0.0,0.04,0.18
7974,Driving Emotion Type-S,PS2,2000,Racing,Electronic Arts,0.04,0.03,0.11,0.01,0.18
7975,Jurassic Park III: Island Attack,GBA,2001,Adventure,Konami Digital Entertainment,0.13,0.05,0.0,0.0,0.18
7976,Chaotic: Shadow Warriors,DS,2009,Action,Activision,0.17,0.0,0.0,0.01,0.18
7977,Ghostbusters: The Video Game,PSP,2009,Action,Atari,0.16,0.01,0.0,0.02,0.18
7978,GameBoy Wars,GB,1991,Strategy,Nintendo,0.0,0.0,0.18,0.0,0.18
7979,Amplitude,PS2,2003,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18
7980,Alone in the Dark,Wii,2008,Adventure,Atari,0.09,0.08,0.0,0.02,0.18
7981,Company of Heroes: Anthology,PC,2009,Strategy,THQ,0.0,0.15,0.0,0.04,0.18
7982,Shape Up,XOne,2014,Misc,Ubisoft,0.08,0.09,0.0,0.01,0.18
7983,Gauntlet: Seven Sorrows,XB,2005,Role-Playing,Midway Games,0.14,0.04,0.0,0.01,0.18
7984,AirForce Delta Storm,XB,2001,Shooter,Konami Digital Entertainment,0.14,0.04,0.0,0.01,0.18
7985,Siren,PS2,2003,Adventure,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18
7986,Dead or Alive,SAT,1997,Fighting,Tecmo Koei,0.0,0.0,0.18,0.0,0.18
7987,Fear Effect 2: Retro Helix,PS,2001,Action,Eidos Interactive,0.1,0.07,0.0,0.01,0.18
7988,The Last Airbender,DS,2010,Action,THQ,0.13,0.04,0.0,0.01,0.18
7989,Re-Volt,N64,1999,Racing,Acclaim Entertainment,0.14,0.04,0.0,0.0,0.18
7990,The Lord of the Rings: War in the North,PC,2011,Action,Warner Bros. Interactive Entertainment,0.04,0.11,0.0,0.03,0.18
7991,Major League Baseball 2K10,PS3,2010,Sports,Take-Two Interactive,0.17,0.0,0.0,0.01,0.18
7992,Fight Club,PS2,2004,Fighting,Vivendi Games,0.09,0.07,0.0,0.02,0.18
7993,Hello Kitty: Birthday Adventures,DS,2010,Adventure,Namco Bandai Games,0.06,0.11,0.0,0.02,0.18
7994,Syndicate,X360,2012,Shooter,Electronic Arts,0.1,0.06,0.0,0.02,0.18
7995,Dance Dance Revolution: Disney Grooves,Wii,2009,Simulation,Konami Digital Entertainment,0.17,0.0,0.0,0.01,0.18
7996,Pure Futbol,X360,2010,Sports,Ubisoft,0.08,0.09,0.0,0.02,0.18
7997,Harvest Moon: A Wonderful Life Special Edition,PS2,2004,Simulation,505 Games,0.09,0.07,0.0,0.02,0.18
7998,Sports Illustrated for Kids: Football,GBA,2003,Sports,BAM! Entertainment,0.13,0.05,0.0,0.0,0.18
7999,Happy Cooking,DS,2006,Simulation,Ubisoft,0.17,0.0,0.0,0.01,0.18
8000,Ty the Tasmanian Tiger,XB,2002,Platform,Electronic Arts,0.14,0.04,0.0,0.01,0.18
8001,.hack//Quarantine Part 4: The Final Chapter,PS2,2003,Role-Playing,Atari,0.09,0.07,0.0,0.02,0.18
8002,Close Combat: First to Fight,XB,2005,Shooter,Take-Two Interactive,0.14,0.04,0.0,0.01,0.18
8003,MotoGP 14,PS4,2014,Racing,Milestone S.r.l.,0.04,0.11,0.0,0.04,0.18
8004,Indiana Jones and the Emperor's Tomb,XB,2003,Action,LucasArts,0.14,0.04,0.0,0.01,0.18
8005,NBA Live 08,Wii,2007,Sports,Electronic Arts,0.17,0.0,0.0,0.02,0.18
8006,Buffy the Vampire Slayer: Chaos Bleeds,PS2,2003,Action,Vivendi Games,0.09,0.07,0.0,0.02,0.18
8007,Half-Minute Hero,PSP,2009,Role-Playing,Rising Star Games,0.08,0.02,0.07,0.02,0.18
8008,Rock Band Track Pack Volume 2,X360,2008,Misc,MTV Games,0.16,0.01,0.0,0.01,0.18
8009,Reel Fishing II,PS,2000,Sports,Victor Interactive,0.1,0.07,0.0,0.01,0.18
8010,The Walking Dead: Season One,PSV,2013,Adventure,Square Enix,0.14,0.0,0.01,0.03,0.18
8011,Monopoly Party,XB,2002,Misc,Infogrames,0.14,0.04,0.0,0.01,0.18
8012,Ringling Bros. and Barnum & Bailey Circus,Wii,2009,Action,Take-Two Interactive,0.17,0.0,0.0,0.01,0.18
8013,How to Train Your Dragon,PS3,2010,Action,Activision,0.12,0.04,0.0,0.02,0.18
8014,Battle Commander: Hachibushu Shura no Heihou,SNES,1991,Strategy,Banpresto,0.0,0.0,0.18,0.0,0.18
8015,Dying Light,PC,2015,Action,Warner Bros. Interactive Entertainment,0.11,0.06,0.0,0.02,0.18
8016,Vampire Savior: The Lord of Vampire,SAT,1998,Fighting,Capcom,0.0,0.0,0.18,0.0,0.18
8017,Pokémon I Choose You / Squirtle Squad Game Boy Advance Video,GBA,2004,Misc,Nintendo,0.13,0.05,0.0,0.0,0.18
8018,Super Robot Taisen UX,3DS,2013,Role-Playing,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18
8019,Six Flags Fun Park,DS,2008,Misc,Brash Entertainment,0.17,0.0,0.0,0.01,0.18
8020,Test Drive Off-Road Wide Open,XB,2001,Racing,Infogrames,0.15,0.03,0.0,0.01,0.18
8021,Guilty Gear Xrd: Sign,PS3,2014,Fighting,Arc System Works,0.09,0.0,0.07,0.02,0.18
8022,Pro Yaky? Spirits 2011,PS3,2011,Sports,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18
8023,Ben 10 Ultimate Alien: Cosmic Destruction,X360,2010,Platform,D3Publisher,0.1,0.06,0.0,0.02,0.18
8024,Dengeki Bunko Fighting Climax,PSV,2014,Fighting,Sega,0.08,0.0,0.07,0.03,0.18
8025,Bad Boys: Miami Takedown,XB,2004,Shooter,Empire Interactive,0.14,0.04,0.0,0.01,0.18
8026,FIFA Soccer 07,GC,2006,Sports,Electronic Arts,0.14,0.04,0.0,0.0,0.18
8027,Jampack Vol. 1,PS,1996,Misc,Sony Computer Entertainment,0.1,0.07,0.0,0.01,0.18
8028,Spider-Man: Friend or Foe,PSP,2007,Action,Activision,0.16,0.0,0.0,0.01,0.18
8029,Mega Man X: Command Mission,PS2,2004,Role-Playing,Capcom,0.09,0.07,0.0,0.02,0.18
8030,Tokyo Xtreme Racer DRIFT,PS2,2003,Racing,Genki,0.09,0.07,0.0,0.02,0.18
8031,Moon,PS,1997,Adventure,ASCII Entertainment,0.0,0.0,0.17,0.01,0.18
8032,FIFA Soccer 11,PC,2010,Sports,Electronic Arts,0.0,0.14,0.0,0.04,0.18
8033,LEGO Marvel Super Heroes,PC,2013,Action,Warner Bros. Interactive Entertainment,0.04,0.12,0.0,0.02,0.18
8034,Cabela's Big Game Hunter 2005 Adventures,XB,2004,Sports,Activision,0.13,0.04,0.0,0.01,0.18
8035,Remember Me,X360,2013,Action,Capcom,0.1,0.07,0.0,0.02,0.18
8036,Sesame Street: Elmo's Letter Adventure,N64,1999,Misc,NewKidCo,0.14,0.04,0.0,0.0,0.18
8037,Dungeon Travelers 2: The Royal Library & The Monster Seal,PSV,2014,Role-Playing,Atlus,0.07,0.03,0.05,0.03,0.18
8038,Odin Sphere: Leifthrasir,PS4,2016,Role-Playing,Nippon Ichi Software,0.06,0.03,0.07,0.02,0.18
8039,Jewel Match,DS,2010,Puzzle,PlayV,0.05,0.12,0.0,0.02,0.18
8040,X-Men Origins: Wolverine,PS2,2009,Action,Activision,0.13,0.0,0.0,0.05,0.18
8041,International Superstar Soccer 2000 (JP weekly sales),N64,1999,Sports,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18
8042,Chocobo no Fushigi Dungeon for WonderSwan,WS,1999,Role-Playing,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18
8043,Trinity Universe,PS3,2009,Role-Playing,Nippon Ichi Software,0.07,0.06,0.03,0.02,0.18
8044,Klonoa: Door to Phantomile,PS,1997,Platform,Sony Computer Entertainment,0.0,0.0,0.17,0.01,0.18
8045,Vietcong: Purple Haze,PS2,2004,Shooter,Gathering of Developers,0.09,0.07,0.0,0.02,0.18
8046,Hitman: HD Trilogy,X360,2013,Action,Square Enix,0.07,0.09,0.0,0.02,0.18
8047,Atari Anniversary Advance,GBA,2002,Misc,Atari,0.13,0.05,0.0,0.0,0.18
8048,Driver: San Francisco,PC,2011,Racing,Ubisoft,0.05,0.1,0.0,0.03,0.18
8049,Metal Gear Ac!d 2,PSP,2005,Strategy,Konami Digital Entertainment,0.11,0.01,0.05,0.01,0.18
8050,Hatsune Miku and Future Stars: Project Mirai,3DS,2012,Misc,Sega,0.0,0.0,0.18,0.0,0.18
8051,Let's TAP,Wii,2008,Misc,Sega,0.09,0.06,0.01,0.02,0.18
8052,Summer Athletics: The Ultimate Challenge,PS2,2008,Sports,DTP Entertainment,0.0,0.0,0.0,0.18,0.18
8053,Cabela's Adventure Camp,Wii,2011,Misc,Activision,0.15,0.02,0.0,0.01,0.18
8054,LEGO Marvel's Avengers,3DS,2016,Action,Warner Bros. Interactive Entertainment,0.07,0.08,0.01,0.01,0.18
8055,Bloody Roar: Primal Fury,GC,2002,Fighting,Activision,0.14,0.04,0.0,0.0,0.18
8056,Shrek SuperSlam,DS,2005,Action,Activision,0.17,0.0,0.0,0.01,0.18
8057,We Sing UK Hits,Wii,2011,Misc,Nordic Games,0.0,0.16,0.0,0.02,0.18
8058,Mega Man Soccer,SNES,1993,Sports,Capcom,0.04,0.01,0.13,0.0,0.18
8059,The Chronicles of Narnia: Prince Caspian,X360,2008,Action,Disney Interactive Studios,0.16,0.01,0.0,0.01,0.18
8060,Rabbids Party Collection,Wii,2010,Misc,Ubisoft,0.0,0.16,0.0,0.02,0.18
8061,TalkMan (Japan),PSP,2005,Misc,Sony Computer Entertainment,0.0,0.0,0.18,0.0,0.18
8062,ZhuZhu Puppies,DS,2011,Simulation,Activision,0.13,0.04,0.0,0.01,0.18
8063,Bomberman Land,Wii,2007,Misc,Rising Star Games,0.11,0.02,0.03,0.01,0.17
8064,Fairytale Fights,X360,2009,Action,Playlogic Game Factory,0.14,0.02,0.0,0.01,0.17
8065,G-Force,X360,2009,Action,Disney Interactive Studios,0.11,0.05,0.0,0.01,0.17
8066,Hot Wheels: Beat That!,X360,2007,Racing,Activision,0.15,0.0,0.0,0.01,0.17
8067,SSX On Tour,GC,2005,Sports,Electronic Arts,0.13,0.03,0.0,0.0,0.17
8068,MotoGP 15,PS4,2015,Racing,Milestone S.r.l.,0.0,0.12,0.03,0.02,0.17
8069,World Destruction League: Thunder Tanks,PS,2000,Action,3DO,0.09,0.06,0.0,0.01,0.17
8070,Reloaded,PS,1996,Action,Gremlin Interactive Ltd,0.09,0.06,0.0,0.01,0.17
8071,Disney's Planes,Wii,2013,Simulation,Disney Interactive Studios,0.08,0.07,0.0,0.02,0.17
8072,Beat Down: Fists of Vengeance,PS2,2005,Action,Capcom,0.04,0.03,0.09,0.01,0.17
8073,Terminator 3: The Redemption,PS2,2004,Shooter,Atari,0.08,0.06,0.0,0.02,0.17
8074,Bomberman B-Daman,SNES,1996,Shooter,Hudson Soft,0.0,0.0,0.17,0.0,0.17
8075,Naruto Shippuden: Ultimate Ninja 5,PS2,2007,Fighting,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17
8076,James Bond 007: Everything or Nothing,GBA,2003,Shooter,Electronic Arts,0.12,0.04,0.0,0.0,0.17
8077,Off-World Interceptor Extreme,PS,1995,Racing,Crystal Dynamics,0.09,0.06,0.0,0.01,0.17
8078,Shrek Extra Large,GC,2002,Platform,TDK Mediactive,0.13,0.03,0.0,0.0,0.17
8079,Final Fantasy V,PS,1998,Role-Playing,SquareSoft,0.0,0.0,0.16,0.01,0.17
8080,World Tour Soccer 2006,PS2,2004,Sports,Sony Computer Entertainment,0.08,0.06,0.0,0.02,0.17
8081,Gunvalkyrie,XB,2002,Shooter,Infogrames,0.13,0.04,0.0,0.01,0.17
8082,NickToons: Racing,PS,2001,Racing,Hasbro Interactive,0.09,0.06,0.0,0.01,0.17
8083,VR Golf '97,PS,1996,Sports,Gremlin Interactive Ltd,0.09,0.06,0.0,0.01,0.17
8084,Michael Jackson: The Experience 3D,3DS,2011,Misc,Ubisoft,0.13,0.03,0.0,0.01,0.17
8085,State of Emergency,XB,2003,Action,Take-Two Interactive,0.13,0.04,0.0,0.01,0.17
